stationName,dow,06시이전,06~07시,07~08시,08~09시,09~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시,24시이후
이대,MON,30,121.33,273.11,860.11,1183.22,1702.22,1712.56,1465.56,1076.67,1020.78,1034.78,872.33,997.56,1245.11,1207.44,1356.11,999.78,763,588.22,396.78
이대,TUE,28.11,128.56,341.78,1035,1415.89,1835.22,1632.78,1462.22,1125.44,1022.56,1111.67,916.33,1145.33,1430.56,1338.89,1407.22,1049.11,780.56,625.11,445.89
이대,WED,24.56,130.63,366.88,1155.38,1557.75,1820.88,1862.25,1437.25,1232.88,1054.63,1124.75,895,1156.38,1543.25,1393.5,1442.75,1038.38,792.25,627.75,486.38
이대,THU,29.67,131.5,351.5,1099,1462.25,1649,1550.5,1301.75,1116.63,958.5,1020,881,1106.5,1411.63,1260,1286.75,962.75,749.13,627,491.5
이대,FRI,30.89,109.11,308.89,912,1143.44,1530.22,1328.89,1246.56,1024.44,931.56,1029.56,934.89,1092.33,1413.11,1208.78,1305.44,984.11,823.67,706.33,578.22
이대,SAT,27.56,75.11,130.22,346.67,492.33,647.22,788.44,851.22,921,930.33,999.11,969.67,950.11,920.67,844.44,762.67,725.44,730,668.67,449.56
이대,SUN,26.89,62.33,103.67,231.22,308.78,486.56,524.22,642.44,616,658.44,708.33,717.89,739,747.33,702.22,643,640,636.67,586.44,302.22
아현,MON,26.78,93,223.78,433.78,450.78,564,440.22,425.78,419.11,461.44,489.67,554.56,678.67,888.33,834.78,957.78,742.22,524.22,405.33,277.22
아현,TUE,27.22,95.33,272.11,578.33,494.78,679.44,429.33,440.11,418.78,485.33,533.22,581.33,756.33,1046.33,959.78,989.44,803.22,555.33,440.11,304
아현,WED,28.67,98.5,300.88,613.88,538.88,730.38,492.63,456.75,423.13,474,548.25,601.25,760.75,1102.13,1008.5,1014.88,800.63,584.75,458.88,319.5
아현,THU,22.67,92.88,280.13,591.38,475,619.75,403.75,414.88,419.38,457,528.5,585.5,735.25,1022.5,902.63,868.25,734.38,552,439.75,334
아현,FRI,29.89,83.44,256.44,546.89,492.89,653.22,427.89,414.89,430,485.22,529.11,611.78,723.33,989,892.78,928.44,725.89,549.44,453.44,383.78
아현,SAT,21.22,58.11,110.78,268.33,289.89,327.78,378.56,407.78,404.67,454,513.78,555.67,584,593.56,591.33,534.11,483.89,452.44,394.67,253.56
아현,SUN,21,49.56,74.11,147.33,188.22,250.89,237.78,304.11,297.56,349.11,408.67,461,462.56,496.89,449,452.22,416.56,395.44,323.11,165.56
충정로,MON,36,126.89,420.89,1137.67,978.11,1534.44,755.67,414.11,386.44,381.78,377.56,402.33,486.67,566.89,541.11,584.11,472.44,343.67,257.44,176.11
충정로,TUE,37.78,136.78,531.44,1482.44,1113.67,1553.44,774.22,429.11,408.89,375.33,405.33,416.78,509.67,682,596.44,649.67,474.78,362.22,276.67,192.11
충정로,WED,32.89,143.88,592.75,1659.88,1192.13,1734.38,806.88,464.88,445.25,424.88,453.38,488.13,538.38,722.5,606.75,633.63,468.13,370.75,294,199.75
충정로,THU,32.56,145.13,566.38,1607.25,1067.88,1369,707.25,403.5,401.38,385.88,388.25,434.13,515.75,661,594.88,545.88,455.63,362,286.13,205
충정로,FRI,38.33,126,491.11,1428.44,981.78,1483.67,736.22,430.56,406.56,388.44,441.78,435.33,524.11,674.11,603.33,603,462.78,348.22,308.44,245.78
충정로,SAT,29.11,72.44,80.78,222.89,226.33,395.56,379.89,493.89,460.22,461.67,547.11,514,493.11,502.78,441.78,359.89,326.44,308.33,279.22,165.67
충정로,SUN,25.22,51,56,149.78,167.56,275.22,256.22,326.78,319.89,346.89,401.67,350.56,361.44,338.78,301.11,283.22,256.56,226.56,201.44,90.78
